ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
6402,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=websocket&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,29,92,18
6403,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?=&transport=polling&t=Pd9XKhr,200,OK,108,230,96
6404,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=websocket&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,15,92,18
6405,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=polling&t=Pd9XKj-&sid=CWfaRYAgm9i8v88hAAAx,400,Bad Request,66,230,41
6406,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=&transport=polling&t=Pd9XKhr,200,OK,36,230,96
6407,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%40&transport=polling&t=Pd9XKhr,200,OK,6,230,96
6408,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%2B&transport=polling&t=Pd9XKhr,200,OK,3,230,96
6409,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%00&transport=polling&t=Pd9XKhr,200,OK,3,230,96
6410,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=%7C&transport=polling&t=Pd9XKhr,200,OK,33,230,96
6411,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=polling&t=Pd9XKhr,200,OK,72,230,96
6412,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/rest/products/search?q=,200,OK,208,389,13644
6413,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&=&t=Pd9XKhr,400,Bad Request,17,230,40
6414,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=&t=Pd9XKhr,400,Bad Request,24,230,40
6415,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%40&t=Pd9XKhr,400,Bad Request,35,230,40
6416,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%2B&t=Pd9XKhr,400,Bad Request,20,230,40
6417,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%00&t=Pd9XKhr,400,Bad Request,12,230,40
6418,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=%7C&t=Pd9XKhr,400,Bad Request,11,230,40
6419,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/rest/products/search?q=%40,200,OK,111,386,691
6420,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=polling&t=Pd9XKhr,200,OK,54,230,96
6421,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:39 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=polling&=,200,OK,9,230,96
6422,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=polling&t=,200,OK,13,230,96
6423,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=polling&t=%40,200,OK,13,230,96
6424,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=polling&t=%2B,200,OK,10,230,96
6425,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=polling&t=%00,200,OK,24,230,96
6426,Thu Oct 09 23:25:39 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/rest/products/search?q=%2B,200,OK,151,384,30
6427,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/socket.io/?EIO=4&transport=polling&t=%7C,200,OK,29,230,96
6428,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/rest/products/search?q=%00,500,Internal Server Error,114,362,321
6429,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/rest/products/search?q=%7C,200,OK,104,384,30
6430,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/elmah.axd,200,OK,41,469,75002
6432,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/socket.io/trace.axd,400,Bad Request,93,230,40
6431,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000,200,OK,60,469,75002
6433,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/api,500,Internal Server Error,100,363,1823
6434,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/trace.axd,200,OK,142,469,75002
6435,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/api/Challenges,200,OK,241,389,59080
6436,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/api/trace.axd,500,Internal Server Error,29,363,1843
6437,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:40 IST 2025,GET,http://192.168.8.101:3000/api/Challenges/trace.axd,401,Unauthorized,78,353,234
6438,Thu Oct 09 23:25:40 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/api/Quantitys,304,Not Modified,271,306,0
6439,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets,301,Moved Permanently,4,416,156
6440,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/api/Quantitys/trace.axd,403,Forbidden,7,391,39
6441,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets/i18n,301,Moved Permanently,11,421,161
6442,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets/public,301,Moved Permanently,24,423,163
6443,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets/trace.axd,200,OK,32,469,75002
6445,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets/public/images,301,Moved Permanently,10,430,170
6444,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets/i18n/trace.axd,200,OK,52,469,75002
6446,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets/public/trace.axd,200,OK,39,469,75002
6447,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/products,301,Moved Permanently,21,439,179
6448,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/trace.axd,200,OK,74,469,75002
6449,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/products/trace.axd,200,OK,58,469,75002
6450,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/rest,500,Internal Server Error,27,363,1825
6451,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/rest/admin,500,Internal Server Error,14,363,1837
6452,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/rest/trace.axd,500,Internal Server Error,28,363,1845
6453,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/rest/admin/trace.axd,500,Internal Server Error,78,363,1857
6454,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/rest/products,500,Internal Server Error,94,363,1843
6455,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/rest/products/1,500,Internal Server Error,23,363,1847
6456,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:41 IST 2025,GET,http://192.168.8.101:3000/rest/products/trace.axd,500,Internal Server Error,13,363,1863
6457,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:42 IST 2025,GET,http://192.168.8.101:3000/rest/products/1/trace.axd,500,Internal Server Error,44,363,1867
6458,Thu Oct 09 23:25:41 IST 2025,Thu Oct 09 23:25:42 IST 2025,GET,http://192.168.8.101:3000/rest/user,500,Internal Server Error,116,363,1835
6459,Thu Oct 09 23:25:42 IST 2025,Thu Oct 09 23:25:42 IST 2025,GET,http://192.168.8.101:3000/rest/user/trace.axd,500,Internal Server Error,29,363,1855
6460,Thu Oct 09 23:25:42 IST 2025,Thu Oct 09 23:25:42 IST 2025,GET,http://192.168.8.101:3000/socket.io,200,OK,81,469,75002
6462,Thu Oct 09 23:25:42 IST 2025,Thu Oct 09 23:25:42 IST 2025,GET,http://192.168.8.101:3000/socket.io/.htaccess,400,Bad Request,32,230,40
6461,Thu Oct 09 23:25:42 IST 2025,Thu Oct 09 23:25:42 IST 2025,GET,http://192.168.8.101:3000,200,OK,13,469,75002
6463,Thu Oct 09 23:25:42 IST 2025,Thu Oct 09 23:25:42 IST 2025,GET,http://192.168.8.101:3000/.htaccess,200,OK,100,469,75002
6464,Thu Oct 09 23:25:42 IST 2025,Thu Oct 09 23:25:42 IST 2025,GET,http://192.168.8.101:3000/api,500,Internal Server Error,67,363,1823
6465,Thu Oct 09 23:25:42 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/api/Challenges,200,OK,812,389,59080
6466,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/api/.htaccess,500,Internal Server Error,10,363,1843
6467,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/api/Challenges/.htaccess,401,Unauthorized,64,353,234
6468,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/api/Quantitys,304,Not Modified,204,306,0
6470,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/api/Quantitys/.htaccess,403,Forbidden,11,391,39
6469,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/assets,301,Moved Permanently,5,416,156
6471,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/assets/i18n,301,Moved Permanently,6,421,161
6472,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/assets/public,301,Moved Permanently,13,423,163
6473,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/assets/.htaccess,200,OK,42,469,75002
6474,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/assets/public/images,301,Moved Permanently,18,430,170
6475,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/assets/i18n/.htaccess,200,OK,77,469,75002
6476,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/assets/public/.htaccess,200,OK,97,469,75002
6477,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/products,301,Moved Permanently,6,439,179
6478,Thu Oct 09 23:25:43 IST 2025,Thu Oct 09 23:25:43 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/.htaccess,200,OK,55,469,75002
6479,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/products/.htaccess,200,OK,54,469,75002
6480,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest,500,Internal Server Error,9,363,1825
6481,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest/admin,500,Internal Server Error,50,363,1837
6482,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest/.htaccess,500,Internal Server Error,30,363,1845
6483,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest/admin/.htaccess,500,Internal Server Error,74,363,1857
6484,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest/products,500,Internal Server Error,100,363,1843
6485,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest/products/1,500,Internal Server Error,42,363,1847
6486,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest/products/.htaccess,500,Internal Server Error,32,363,1863
6487,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest/products/1/.htaccess,500,Internal Server Error,64,363,1867
6488,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest/user,500,Internal Server Error,149,363,1835
6489,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/rest/user/.htaccess,500,Internal Server Error,30,363,1855
6490,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/socket.io,200,OK,96,469,75002
6491,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000/socket.io/.env,400,Bad Request,17,230,40
6492,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:44 IST 2025,GET,http://192.168.8.101:3000,200,OK,11,469,75002
6493,Thu Oct 09 23:25:45 IST 2025,Thu Oct 09 23:25:45 IST 2025,GET,http://192.168.8.101:3000/api,500,Internal Server Error,77,363,1823
6494,Thu Oct 09 23:25:44 IST 2025,Thu Oct 09 23:25:45 IST 2025,GET,http://192.168.8.101:3000/.env,200,OK,127,469,75002
6495,Thu Oct 09 23:25:45 IST 2025,Thu Oct 09 23:25:45 IST 2025,GET,http://192.168.8.101:3000/api/Challenges,200,OK,585,389,59080
6496,Thu Oct 09 23:25:45 IST 2025,Thu Oct 09 23:25:45 IST 2025,GET,http://192.168.8.101:3000/api/.env,500,Internal Server Error,6,363,1833
6497,Thu Oct 09 23:25:45 IST 2025,Thu Oct 09 23:25:45 IST 2025,GET,http://192.168.8.101:3000/api/Challenges/.env,401,Unauthorized,34,353,234
6498,Thu Oct 09 23:25:45 IST 2025,Thu Oct 09 23:25:45 IST 2025,GET,http://192.168.8.101:3000/api/Quantitys,304,Not Modified,178,306,0
6499,Thu Oct 09 23:25:45 IST 2025,Thu Oct 09 23:25:45 IST 2025,GET,http://192.168.8.101:3000/assets,301,Moved Permanently,4,416,156
6500,Thu Oct 09 23:25:45 IST 2025,Thu Oct 09 23:25:45 IST 2025,GET,http://192.168.8.101:3000/api/Quantitys/.env,403,Forbidden,10,391,39
6501,Thu Oct 09 23:25:45 IST 2025,Thu Oct 09 23:25:45 IST 2025,GET,http://192.168.8.101:3000/assets/i18n,301,Moved Permanently,5,421,161
6502,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/assets/.env,200,OK,44,469,75002
6503,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/assets/public,301,Moved Permanently,36,423,163
6504,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/assets/i18n/.env,200,OK,101,469,75002
6505,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/assets/public/images,301,Moved Permanently,16,430,170
6506,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/assets/public/.env,200,OK,47,469,75002
6507,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/products,301,Moved Permanently,55,439,179
6508,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/.env,200,OK,81,469,75002
6509,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/assets/public/images/products/.env,200,OK,60,469,75002
6510,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/rest,500,Internal Server Error,23,363,1825
6511,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/rest/admin,500,Internal Server Error,17,363,1837
6512,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/rest/.env,500,Internal Server Error,15,363,1835
6513,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/rest/admin/.env,500,Internal Server Error,43,363,1847
6514,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/rest/products,500,Internal Server Error,41,363,1843
6515,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/rest/products/1,500,Internal Server Error,57,363,1847
6516,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/rest/products/.env,500,Internal Server Error,19,363,1853
6517,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:46 IST 2025,GET,http://192.168.8.101:3000/rest/user,500,Internal Server Error,53,363,1835
6518,Thu Oct 09 23:25:46 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/rest/products/1/.env,500,Internal Server Error,141,363,1857
6519,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/rest/user/.env,500,Internal Server Error,100,363,1845
6520,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io,200,OK,134,469,75002
6521,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/lfm.php,400,Bad Request,3,230,40
6522,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/.idea/WebServers.xml,400,Bad Request,11,230,40
6523,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/config/databases.yml,400,Bad Request,13,230,40
6524,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/actuator/health,400,Bad Request,15,230,40
6526,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/actuator/health,400,Bad Request,44,230,40
6525,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/config/database.yml,400,Bad Request,35,230,40
6527,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/.git/config,400,Bad Request,13,230,40
6528,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/.svn/entries,400,Bad Request,3,230,40
6529,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/.svn/wc.db,400,Bad Request,10,230,40
6530,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/CVS/root,400,Bad Request,5,230,40
6531,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/server-status,400,Bad Request,8,230,40
6532,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/core,400,Bad Request,5,230,40
6533,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/sftp-config.json,400,Bad Request,6,230,40
6534,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/WS_FTP.ini,400,Bad Request,5,230,40
6535,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/ws_ftp.ini,400,Bad Request,4,230,40
6536,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/WS_FTP.INI,400,Bad Request,16,230,40
6537,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/filezilla.xml,400,Bad Request,6,230,40
6538,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/sitemanager.xml,400,Bad Request,4,230,40
6539,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,GET,http://192.168.8.101:3000/socket.io/FileZilla.xml,400,Bad Request,35,230,40
6540,Thu Oct 09 23:25:47 IST 2025,Thu Oct 09 23:25:47 IST 2025,POST,http://192.168.8.101:3000/socket.io/?EIO=%3C&transport=polling&t=Pd9LhnU&sid=j94n85-oECNedDJJAAAl,400,Bad Request,30,230,41
